Zone,Channel,Year,Month,Baht,Ton
N3,N3TK,2020,4,902.6666666666666,180.88999999999996
N3,N3TK,2020,5,915.1111111111111,132.93
N3,N3TK,2020,6,909.3650793650794,219.79000000000005
N3,N3WR,2018,3,1100.0,32.57
N3,N3WR,2018,4,1100.0,136.01000000000005
N3,N3WR,2018,5,1100.0,79.97
N3,N3WR,2018,6,1100.0,37.690000000000005
N3,N3WR,2018,7,1070.0,59.7
N3,N3WR,2018,9,950.0,0.79
N3,N3WR,2018,10,950.0,19.330000000000002
N3,N3WR,2018,11,997.0588235294117,23.700000000000003
N3,N3WR,2018,12,1000.0,251.62000000000006
N3,N3WR,2019,1,1050.0,231.03000000000003
N3,N3WR,2019,2,1020.0,62.269999999999996
N3,N3WR,2019,3,1000.0,192.50000000000003
N3,N3WR,2019,4,1000.0,98.78
N3,N3WR,2019,5,1000.0,87.3
N3,N3WR,2019,6,1000.0,66.6
N3,N3WR,2019,7,968.0555555555555,107.87
N3,N3WR,2019,8,950.0,83.11
N3,N3WR,2019,9,950.0,45.91999999999999
N3,N3WR,2019,10,1050.0,47.14999999999999
N3,N3WR,2019,11,1050.0,5.26
N3,N3WR,2019,12,1050.0,149.31
N3,N3WR,2020,1,1000.0,166.30999999999995
N3,N3WR,2020,2,983.6,124.33000000000003
N3,N3WR,2020,3,936.8085106382979,141.92000000000002
N3,N3WR,2020,4,911.6666666666666,36.62
N3,N3WR,2020,5,930.0,15.93
N3,N3WR,2020,6,910.0,1.41
UC,UC1,2013,12,966.6666666666666,43.04
UC,UC1,2014,1,316.6666666666667,9.11
UC,UC1,2014,2,788.2352941176471,47.13000000000001
UC,UC1,2014,3,975.0,11.79
UC,UC1,2014,4,939.4673123486683,1317.3999999999992
UC,UC1,2014,5,947.1065989847716,701.0699999999999
UC,UC1,2014,6,806.0,12.34
UC,UC1,2014,7,1000.0,0.77
UC,UC1,2015,4,847.5897435897435,4181.5099999999975
UC,UC1,2015,5,757.807486631016,10503.520000000022
UC,UC1,2015,6,798.3765801729874,10944.289999999972
UC,UC1,2015,7,851.4528944381385,6101.930000000016
UC,UC1,2015,8,867.3374613003095,1165.85
UC,UC1,2015,9,846.1567164179105,4967.530000000001
UC,UC1,2015,10,841.237322515213,3609.1199999999985
UC,UC1,2015,11,796.3044982698962,4967.42
UC,UC1,2015,12,832.724609375,6748.050000000008
UC,UC1,2016,1,822.5465376023827,7989.700000000014
UC,UC1,2016,2,856.4147802929427,9185.230000000009
UC,UC1,2016,3,876.8712955122777,8111.970000000008
UC,UC1,2016,4,900.2261513157895,7571.329999999994
UC,UC1,2016,5,775.1390220517737,12852.229999999965
UC,UC1,2016,6,685.6988020536223,9702.909999999993
UC,UC1,2016,7,763.5241635687732,8115.120000000001
UC,UC1,2016,8,697.7428737638162,10533.25000000001
UC,UC1,2016,9,676.1063950198076,9179.630000000006
UC,UC1,2016,10,785.0829748002459,7002.029999999997
UC,UC1,2016,11,928.9571428571429,7592.239999999997
UC,UC1,2016,12,908.0997624703087,11506.539999999972
UC,UC1,2017,1,886.2158130283441,11450.430000000002
UC,UC1,2017,2,959.2374810318664,13325.920000000038
UC,UC1,2017,3,973.8814396612562,14552.559999999976
UC,UC1,2017,4,953.9138305575669,14369.680000000028
UC,UC1,2017,5,859.476861167002,12408.920000000024
UC,UC1,2017,6,856.272,11454.270000000013
UC,UC1,2017,7,859.3238135237295,13487.860000000004
UC,UC1,2017,8,872.237302977233,13361.04999999997
UC,UC1,2017,9,840.0598802395209,11294.619999999999
UC,UC1,2017,10,832.4612736660929,11578.300000000001
UC,UC1,2017,11,883.7139689578714,16620.190000000002
UC,UC1,2017,12,915.0616269515201,14202.869999999997
UC,UC1,2018,1,822.8305621536025,17349.779999999988
UC,UC1,2018,2,872.3188405797101,18825.45
UC,UC1,2018,3,935.3183730715288,22121.169999999955
UC,UC1,2018,4,865.9579862368707,18294.28
UC,UC1,2018,5,810.0141392718275,20558.230000000003
UC,UC1,2018,6,822.278186749322,20495.699999999983
UC,UC1,2018,7,759.8938321536906,18645.11
UC,UC1,2018,8,711.6551040634291,20448.90000000001
UC,UC1,2018,9,713.7214828897338,22233.849999999966
UC,UC1,2018,10,687.1490048413125,21395.369999999955
UC,UC1,2018,11,732.6198257080611,17767.59000000003
UC,UC1,2018,12,756.4186691312384,20049.089999999997
UC,UC1,2019,1,744.0863055922501,22403.50999999998
UC,UC1,2019,2,726.3240332843857,20517.939999999984
UC,UC1,2019,3,776.7191225560324,18546.81000000001
UC,UC1,2019,4,850.7450124688279,18580.190000000108
UC,UC1,2019,5,794.9744680851064,18523.950000000026
UC,UC1,2019,6,775.1232876712329,15205.730000000001
UC,UC1,2019,7,889.6058784235137,10809.580000000018
UC,UC1,2019,8,885.2815395580898,10533.350000000002
UC,UC1,2019,9,886.5216400911162,6812.590000000005
UC,UC1,2019,10,959.1750483558994,7328.970000000001
UC,UC1,2019,11,950.2075971731449,8008.960000000004
UC,UC1,2019,12,944.3941039565555,14367.650000000036
UC,UC1,2020,1,991.5137724550898,19904.949999999968
UC,UC1,2020,2,1011.6614268440145,22132.96999999996
UC,UC1,2020,3,956.2717661691543,16264.600000000011
UC,UC1,2020,4,856.142208774584,12398.139999999998
UC,UC1,2020,5,787.8342904019688,11039.89000000001
UC,UC1,2020,6,722.6780185758514,7244.54
UC,UC2,2015,1,1095.0,277.2
UC,UC2,2015,2,1091.7922814982974,14495.040000000012
UC,UC2,2015,3,1069.7274315666862,11103.922999999999
UC,UC2,2015,4,1096.3224043715848,4271.990000000001
UC,UC2,2015,5,1063.2798833819243,4809.639999999998
UC,UC2,2015,6,998.1981981981982,2218.5599999999986
UC,UC2,2015,7,1035.9880239520958,1172.54
UC,UC2,2015,8,1061.1475409836066,657.4600000000002
UC,UC2,2015,9,1051.4157303370787,4554.210000000002
UC,UC2,2015,10,1045.2154195011337,4164.490000000001
UC,UC2,2015,11,1063.171806167401,2495.3099999999986
UC,UC2,2015,12,1064.2631578947369,4034.2400000000002
UC,UC2,2016,1,1066.9690721649486,5806.419999999995
UC,UC2,2016,2,1120.9313725490197,8358.369999999999
UC,UC2,2016,3,1136.382189239332,9367.329999999998
UC,UC2,2016,4,1132.420749279539,6149.239999999995
UC,UC2,2016,5,1131.0169491525423,4813.539999999999
UC,UC2,2016,6,1123.6904761904761,4401.76
UC,UC2,2016,7,1117.488524590164,3682.620000000001
UC,UC2,2016,8,1097.36690647482,1716.6500000000003
UC,UC2,2016,9,1090.049180327869,3127.170000000001
UC,UC2,2016,10,1165.3838120104438,4107.41
UC,UC2,2016,11,1232.5857142857142,2556.4600000000014
UC,UC2,2016,12,1197.1712962962963,6966.859999999994
UC,UC2,2017,1,1191.483870967742,9813.329999999994
UC,UC2,2017,2,1193.2620689655173,12548.09999999999
UC,UC2,2017,3,1212.7935153583617,10098.560000000001
UC,UC2,2017,4,1217.551515151515,8258.3
UC,UC2,2017,5,1238.1407942238268,9305.190000000004
UC,UC2,2017,6,1229.5203836930455,6647.199999999998
UC,UC2,2017,7,1226.868580060423,7344.190000000009
UC,UC2,2017,8,1211.9988505747126,10668.039999999995
UC,UC2,2017,9,1176.5469798657718,6207.080000000003
UC,UC2,2017,10,1142.9353099730458,3592.42
UC,UC2,2017,11,1207.2163120567375,2055.3900000000003
UC,UC2,2017,12,1195.9100609756097,5988.900000000001
UC,UC2,2018,1,1201.732223903177,6415.850000000005
UC,UC2,2018,2,1192.56,6703.430000000008
UC,UC2,2018,3,1192.3809523809523,8145.799999999996
UC,UC2,2018,4,1179.2589285714287,7190.890000000004
UC,UC2,2018,5,1170.706065318818,9829.100000000006
UC,UC2,2018,6,1178.5774111675128,9690.35
UC,UC2,2018,7,1194.5935483870967,16016.589999999993
UC,UC2,2018,8,1188.6183712121212,12953.519999999991
UC,UC2,2018,9,1176.7885117493472,5569.17
UC,UC2,2018,10,1184.658753709199,11622.319999999994
UC,UC2,2018,11,1195.9911894273127,8166.610000000003
UC,UC2,2018,12,1211.8416801292408,10970.999999999993
UC,UC2,2019,1,1184.7765363128492,7639.7
UC,UC2,2019,2,1162.5,10069.289999999995
UC,UC2,2019,3,1188.6415094339623,10301.889999999996
UC,UC2,2019,4,1196.4776119402984,6186.240000000003
UC,UC2,2019,5,1276.8613138686133,5135.13
UC,UC2,2019,6,1234.943820224719,5507.669999999997
UC,UC2,2019,7,1229.6495956873316,6814.909999999998
UC,UC2,2019,8,1196.474609375,9295.15
UC,UC2,2019,9,1216.6785714285713,4963.459999999998
UC,UC2,2019,10,1139.7292069632495,6642.360000000006
UC,UC2,2019,11,1108.2524271844661,7066.709999999994
UC,UC2,2019,12,1098.1186685962373,9202.54
UC,UC2,2020,1,1118.5142857142857,9280.699999999993
UC,UC2,2020,2,1076.3203463203463,6584.769999999998
UC,UC2,2020,3,944.55938697318,3008.8100000000004
UC,UC2,2020,4,1048.7280701754387,2829.659999999999
UC,UC2,2020,5,1077.51269035533,2795.979999999998
UC,UC2,2020,6,1099.1666666666667,2723.309999999999
UC,UC3,2015,3,920.0,4.08
UC,UC3,2015,4,980.0,376.57999999999987
UC,UC3,2018,11,980.6666666666666,553.53
UC,UC3,2018,12,1009.1538461538462,362.35
UC,UC3,2019,1,1052.9819277108434,835.3799999999999
UC,UC3,2019,2,1027.1678832116788,1877.9099999999987
UC,UC3,2019,3,1000.4100227790433,2405.559999999999
UC,UC3,2019,4,998.7706422018349,1525.9799999999993
UC,UC3,2019,5,1002.7220630372493,1061.6599999999994
UC,UC3,2019,6,1031.5642458100558,548.7600000000003
UC,UC3,2019,7,971.0375275938189,1274.7200000000005
UC,UC3,2019,8,903.9336492890995,575.5099999999999
UC,UC3,2019,9,951.2587412587412,361.83000000000004
UC,UC3,2019,10,1002.5892857142857,664.38
UC,UC3,2019,11,973.2142857142857,641.2
UC,UC3,2019,12,998.730964467005,606.9600000000002
UC,UC3,2020,1,933.6012861736334,991.9500000000002
UC,UC3,2020,2,906.8456375838927,1377.7200000000005
UC,UC3,2020,3,889.0963855421687,990.5200000000008
UC,UC3,2020,4,854.3939393939394,648.9699999999999
UC,UC3,2020,5,883.9130434782609,228.10999999999993
UC,UC3,2020,6,887.0,77.14
UC,UC4,2015,4,1062.1290322580646,943.9100000000001
UC,UC4,2015,5,1067.7974683544303,2208.34
UC,UC4,2015,6,1096.9815059445177,4919.970000000005
UC,UC4,2015,7,1111.5334773218142,3343.2
UC,UC4,2015,8,1129.8461538461538,1580.1799999999996
UC,UC4,2015,9,1118.9952153110048,3918.7900000000004
UC,UC4,2015,10,1137.5,4510.539999999997
UC,UC4,2015,11,1137.2995780590718,2352.0799999999986
UC,UC4,2015,12,1099.1916859122402,5247.899999999998
UC,UC4,2016,1,1096.5126050420167,9816.699999999999
UC,UC4,2016,2,1118.5760517799354,9722.739999999993
UC,UC4,2016,3,1104.905897114178,8235.36000000001
UC,UC4,2016,4,1107.6771653543308,4633.270000000002
UC,UC4,2016,5,1097.1641791044776,3663.8799999999987
UC,UC4,2016,6,1125.5040871934605,2397.820000000002
UC,UC4,2016,7,1126.1553398058252,3063.5999999999976
UC,UC4,2016,8,1155.686274509804,1415.4699999999998
UC,UC4,2016,9,1180.4773869346734,2930.8499999999963
UC,UC4,2016,10,1271.6448598130842,4735.430000000006
UC,UC4,2016,11,1245.782747603834,2470.9000000000024
UC,UC4,2016,12,1241.2974683544303,5432.199999999997
UC,UC4,2017,1,1260.6777108433735,4604.889999999993
UC,UC4,2017,2,1266.273660205245,6365.3099999999995
UC,UC4,2017,3,1264.5924006908463,5030.440000000003
UC,UC4,2017,4,1221.0121654501218,2646.0400000000004
UC,UC4,2017,5,1229.0157232704403,1810.73
UC,UC4,2017,6,1289.8369565217392,5130.6100000000015
UC,UC4,2017,7,1308.5676037483267,6311.400000000005
UC,UC4,2017,8,1297.0280146163216,6727.179999999987
UC,UC4,2017,9,1298.1326397919377,7739.8600000000015
UC,UC4,2017,10,1263.7449392712551,3975.049999999999
UC,UC4,2017,11,1251.7211328976034,4444.739999999994
UC,UC4,2017,12,1188.1940509915014,10193.99
UC,UC4,2018,1,1110.8891928864568,8387.550000000021
UC,UC4,2018,2,1106.9139258222533,8263.94000000001
UC,UC4,2018,3,1093.6702127659576,4942.950000000001
UC,UC4,2018,4,1040.5158069883528,2654.3599999999988
UC,UC4,2018,5,1042.08984375,2191.4400000000005
UC,UC4,2018,6,1052.7815699658704,3549.699999999999
UC,UC4,2018,7,1089.0104662226452,7561.2800000000025
UC,UC4,2018,8,1076.6147540983607,7527.799999999995
UC,UC4,2018,9,1065.483870967742,3927.3199999999997
UC,UC4,2018,10,1100.2874743326488,3466.8699999999994
UC,UC4,2018,11,1123.4565916398715,4403.159999999994
UC,UC4,2018,12,1123.7107516650808,7120.959999999999
UC,UC4,2019,1,1101.0698496905393,8881.689999999993
UC,UC4,2019,2,1070.776302349336,7365.819999999991
UC,UC4,2019,3,1091.4116251482799,5811.869999999993
UC,UC4,2019,4,1124.3456375838925,5156.460000000004
UC,UC4,2019,5,1088.6666666666667,3203.469999999998
UC,UC4,2019,6,1139.6103896103896,3384.480000000002
UC,UC4,2019,7,1106.3239436619717,3851.8199999999965
UC,UC4,2019,8,1124.796875,4295.579999999999
UC,UC4,2019,9,1145.7968476357269,4348.140000000008
UC,UC4,2019,10,1159.421052631579,6243.989999999996
UC,UC4,2019,11,1149.3613138686133,3659.3899999999994
UC,UC4,2019,12,1139.0947368421052,6883.469999999997
UC,UC4,2020,1,1079.0722891566265,5677.709999999997
UC,UC4,2020,2,1079.5841995841995,5699.340000000007
UC,UC4,2020,3,1025.8152173913043,3051.8299999999986
UC,UC4,2020,4,1030.3832752613241,1595.1500000000005
UC,UC4,2020,5,1051.552795031056,1715.559999999999
UC,UC4,2020,6,1062.3026315789473,2002.7900000000022
UC,UC5,2015,5,800.0,292.02
UC,UC5,2015,6,800.0,68.63000000000001
UC,UC5,2015,7,800.0,23.449999999999996
UC,UC6,2015,9,950.0,77.11999999999998
UC,UC6,2015,10,950.0,106.75000000000003
UC,UC6,2015,11,950.0,226.65999999999997
UC,UC6,2015,12,1000.6172839506173,361.87000000000006
UC,UC6,2016,1,1001.2893982808023,826.4599999999996
UC,UC6,2016,2,1000.0,609.0699999999996
UC,UC6,2016,3,972.3463687150838,756.4699999999999
UC,UC6,2016,4,950.0,486.1900000000001
UC,UC6,2016,5,968.3760683760684,461.0299999999998
UC,UC6,2016,6,970.0,375.71999999999997
UC,UC6,2016,7,970.0,129.71000000000004
UC,UC6,2016,8,1121.5384615384614,352.4599999999998
UC,UC6,2018,7,1050.0,501.60999999999996
UC,UC6,2018,8,1030.0871459694988,909.4200000000001
UC,UC6,2018,9,1017.4418604651163,670.8399999999999
UC,UC6,2018,10,1000.0,602.2500000000003
UC,UC6,2018,11,1050.0,550.2099999999997
UC,UC6,2018,12,1052.3364485981308,487.9599999999999
UC,UC6,2019,1,1064.607329842932,2177.890000000004
UC,UC6,2019,2,1060.0,1847.0500000000002
UC,UC6,2019,3,1049.8039215686274,1445.7799999999988
UC,UC6,2019,4,1031.590909090909,705.0799999999992
UC,UC6,2019,5,1028.203125,566.9100000000001
UC,UC6,2019,6,1030.340909090909,367.9200000000002
UC,UC6,2019,7,972.9752066115702,246.75999999999985
UC,UC6,2019,8,950.0,130.59
UC,UC6,2019,9,970.0,108.28999999999999
UC,UC6,2019,10,1050.0,157.54000000000002
UC,UC6,2019,11,1050.0,336.53999999999996
UC,UC6,2019,12,1050.0,924.0500000000006
UC,UC6,2020,1,1009.8325358851674,1018.3000000000002
UC,UC6,2020,2,990.0,1067.6300000000006
UC,UC6,2020,3,947.3711340206186,993.8000000000001
UC,UC6,2020,4,915.1234567901234,416.17999999999995
UC,UC6,2020,5,924.927536231884,369.59000000000026
UC,UC6,2020,6,923.9795918367347,248.06000000000014
UC,UC7,2017,3,1000.0,1.0
UC,UC7,2017,4,918.0,153.68000000000006
UC,UC7,2017,5,926.25,117.97000000000001
UC,UC7,2017,6,1000.0,39.36
UC,UC7,2017,8,708.6206896551724,46.17
UC,UC7,2017,9,666.6666666666666,13.239999999999998
UC,UC7,2018,1,856.6037735849056,88.88000000000001
UC,UC7,2018,2,740.4761904761905,90.32000000000001
UC,UC7,2018,3,664.2857142857143,23.009999999999994
UC,UC7,2018,4,705.9420289855072,125.49
UC,UC7,2018,5,694.375,31.75
UC,UC7,2018,7,900.0,41.11000000000001
UC,UC7,2018,8,950.0,18.7
UC,UC7,2018,9,988.3050847457627,144.80000000000004
UC,UC7,2018,10,966.4814814814815,127.88
UC,UC7,2018,11,996.2745098039215,98.18999999999997
UC,UC7,2018,12,995.9090909090909,45.11000000000001
UC,UC7,2019,1,981.5748031496063,250.53999999999994
UC,UC7,2019,2,1004.5685279187817,381.03999999999985
UC,UC7,2019,3,1006.3855421686746,173.02999999999994
UC,UC7,2019,4,979.6296296296297,120.13
UC,UC7,2019,5,968.3695652173913,342.41999999999956
UC,UC7,2019,6,980.9090909090909,198.07999999999998
UC,UC7,2019,7,914.6031746031746,104.73000000000003
UC,UC7,2019,8,879.074074074074,111.92999999999999
UC,UC7,2019,9,903.2142857142857,110.27000000000002
UC,UC7,2019,10,897.0491803278688,113.06
UC,UC7,2019,11,898.0769230769231,56.74000000000001
UC,UC7,2019,12,883.8888888888889,73.78
UC,UC7,2020,1,894.7560975609756,143.93000000000006
UC,UC7,2020,2,864.6875,52.89999999999999
UC,UC7,2020,3,860.0,147.26000000000002
UC,UC7,2020,4,854.1176470588235,30.0
UC,UC7,2020,5,878.125,36.71
UC,UC7,2020,6,857.4074074074074,45.12000000000001
UC,UC8,2019,2,1000.0,0.05
UC,UC8,2019,8,900.0,14.49
UC,UC8,2020,4,870.0,5.59
UC,UC9,2017,11,500.0,4.64
W1,W1DT,2018,5,1100.0,243.0799999999999
W1,W1DT,2018,6,1100.0,479.8399999999999
W1,W1DT,2018,7,1064.0969162995596,459.0699999999999
W1,W1DT,2018,8,1000.0,583.8799999999998
W1,W1DT,2018,9,997.979797979798,181.37999999999994
W1,W1DT,2018,12,1086.5094339622642,195.50999999999993
W1,W1DT,2019,1,1104.3076923076924,375.4300000000001
W1,W1DT,2019,2,1083.392857142857,332.8799999999998
W1,W1DT,2019,3,1071.5,441.4699999999999
W1,W1DT,2019,4,1066.2637362637363,360.08
W1,W1DT,2019,5,1071.651376146789,177.9
W1,W1DT,2019,6,1063.4375,191.57999999999998
W1,W1DT,2019,7,1069.795918367347,176.17999999999992
W1,W1DT,2019,8,961.5384615384615,186.67999999999992
W1,W1DT,2019,9,943.4246575342465,110.83000000000001
W1,W1DT,2019,10,939.1780821917808,121.18000000000004
W1,W1DT,2019,11,880.9090909090909,99.19
W1,W1DT,2019,12,959.0625,116.30999999999999
W1,W1DT,2020,1,943.59375,109.05000000000004
W1,W1DT,2020,2,936.4556962025316,112.88999999999997
W1,W1SR,2018,9,1105.5555555555557,38.870000000000005
W1,W1SR,2018,10,1100.0,130.22000000000003
W1,W1SR,2018,11,1100.0,180.59999999999997
W1,W1SR,2018,12,1123.6842105263158,79.96
