Zone,Channel,Year,Month,Ton,Amount,Baht
N2,N2KP,2019,3,1197.21,1193551.7999999989,996.9443957200482
N2,N2KP,2019,4,812.8699999999991,807710.1,993.6522445163444
N2,N2KP,2019,5,456.74999999999994,456295.50000000006,999.0049261083747
N2,N2KP,2019,6,202.91,201153.80000000002,991.3449312503082
N2,N2KP,2019,7,174.50999999999993,168440.69999999995,965.2209042461751
N2,N2KP,2019,8,125.94999999999997,117563.09999999999,933.4108773322748
N2,N2KP,2019,9,57.199999999999996,54744.799999999996,957.0769230769231
N2,N2KP,2019,10,83.98000000000002,80407.6,957.4613003095974
N2,N2KP,2019,11,207.88000000000008,207794.0,999.586299788339
N2,N2KP,2019,12,309.42,301442.10000000003,974.2165987977507
N2,N2KP,2020,1,381.9300000000001,352662.00000000006,923.3681564684626
N2,N2KP,2020,2,806.2400000000001,732528.4000000004,908.573625719389
N2,N2KP,2020,3,655.4399999999998,586697.6999999995,895.1203771512261
N2,N2KP,2020,4,466.7500000000001,412378.29999999993,883.5100160685588
N2,N2KP,2020,5,204.38999999999996,181013.40000000002,885.627476882431
N2,N2KP,2020,6,120.78999999999999,108555.2,898.7101581256727
N2,N2KP,2020,7,88.53,79257.6,895.2626228397154
N2,N2MK,2017,6,27.36,31810.8,1162.6754385964912
N2,N2MK,2017,7,130.68999999999997,152149.1,1164.19848496442
N2,N2MK,2017,8,171.07,201053.9,1175.272695387853
N2,N2MK,2017,9,41.6,50478.0,1213.4134615384614
N2,N2MK,2017,10,58.65,72139.5,1230.0
N2,N2MK,2017,11,24.11,29655.3,1230.0
N2,N2MK,2018,5,8.42,8756.8,1040.0
N2,N2MK,2018,6,12.68,13187.199999999999,1040.0
N2,N2MK,2019,6,1.95,1989.0,1020.0
N2,N2MK,2019,11,2.88,3024.0,1050.0
N2,N2MK,2020,1,1.0,920.0,920.0
N2,N2MK,2020,2,1.16,1044.0,900.0000000000001
N2,N2MK,2020,4,1.79,1575.2,880.0
N2,N2MK,2020,5,3.77,3317.6,880.0
N2,N2MK,2020,6,1.49,1311.2,880.0
N2,N2NS,2017,4,36.61,42101.5,1150.0
N2,N2NS,2017,5,23.13,27293.4,1180.0
N2,N2NS,2017,10,1.04,1227.2,1180.0
N2,N2NS,2017,11,4.47,5274.6,1180.0000000000002
N2,N2NS,2017,12,38.28999999999999,45182.19999999999,1180.0
N2,N2NS,2018,1,26.669999999999998,30876.9,1157.7390326209224
N2,N2NS,2018,2,1.59,1923.9,1210.0
N2,N2NS,2018,3,12.08,14327.300000000001,1186.0347682119207
N2,N2NS,2018,4,20.29,23942.2,1180.0
N2,N2NS,2018,5,2.65,3074.0,1160.0
N2,N2NS,2018,6,14.58,17079.3,1171.4197530864196
N2,N2NS,2018,7,27.589999999999996,31797.8,1152.511779630301
N2,N2NS,2018,8,26.47,29117.0,1100.0
N2,N2NS,2018,9,10.48,11098.3,1058.9980916030534
N2,N2NS,2018,10,6.7,7169.0,1070.0
N2,N2NS,2018,11,2.69,2824.5,1050.0
N2,N2NS,2018,12,405.34999999999985,1200.0,2.9604045886271133
N2,N2NS,2019,1,154.07,186175.0,1208.379308106705
N2,N2NS,2019,2,175.8,200596.4,1141.0489192263935
N2,N2NS,2019,3,181.36,209096.00000000003,1152.9333921482137
N2,N2NS,2019,4,155.41999999999993,179151.75,1152.6943121863344
N2,N2NS,2019,5,195.92000000000004,226339.0,1155.2623519804
N2,N2NS,2019,6,162.94,188378.0,1156.118816742359
N2,N2NS,2019,7,64.41999999999999,63564.799999999996,986.7246196833282
N2,N2NS,2019,8,21.180000000000007,19893.8,939.2728989612839
N2,N2NS,2019,9,12.72,12084.0,950.0
N2,N2NS,2019,10,55.650000000000006,58996.1,1060.127583108715
N2,N2NS,2019,11,38.60999999999999,43821.5,1134.9779849779852
N2,N2NS,2019,12,36.07,39180.5,1086.2350984197394
N2,N2NS,2020,1,49.81,50663.00000000001,1017.1250752860873
N2,N2NS,2020,2,21.25,21037.5,990.0
N2,N2SB,2015,3,4.08,3753.6000000000004,920.0000000000001
N2,N2SB,2015,4,376.58000000000027,369048.4,979.9999999999993
N2,N2SB,2018,11,553.5300000000001,542741.4000000003,980.5094574819796
N2,N2SB,2018,12,362.3500000000001,365989.5,1010.0441562025663
N2,N2SB,2019,1,871.4,917190.5999999997,1052.5483130594444
N2,N2SB,2019,2,1884.0700000000013,1937141.1999999995,1028.1683801557258
N2,N2SB,2019,3,2414.4700000000007,2415805.4,1000.5530820428496
N2,N2SB,2019,4,1539.209999999998,1540001.2,1000.514029924443
N2,N2SB,2019,5,1066.05,1068319.0,1002.1284179916514
N2,N2SB,2019,6,549.75,566743.8000000002,1030.9118690313783
N2,N2SB,2019,7,1281.36,1243349.8,970.3360491977276
N2,N2SB,2019,8,578.0300000000005,523037.5,904.8622043838546
N2,N2SB,2019,9,361.82999999999987,344258.9,951.4382444794521
N2,N2SB,2019,10,668.6199999999999,670379.9999999999,1002.6322873979241
N2,N2SB,2019,11,641.1999999999998,627015.0,977.8774173424831
N2,N2SB,2019,12,606.9599999999998,607244.0,1000.4679056280482
N2,N2SB,2020,1,994.6300000000001,928581.1000000004,933.5945024783089
N2,N2SB,2020,2,1382.5799999999995,1254487.5000000005,907.3525582606438
N2,N2SB,2020,3,998.4600000000005,887920.0,889.2895058389917
N2,N2SB,2020,4,655.22,559574.1999999996,854.0249076646006
N2,N2SB,2020,5,235.7,207281.29999999996,879.4285108188374
N2,N2SB,2020,6,77.14,68583.7,889.0808918848846
N2,N2SB,2020,7,147.35,130385.49999999997,884.8693586698336
N2,N2ST,2016,12,34.95,40192.5,1150.0
N2,N2ST,2017,1,541.1400000000004,622311.0,1149.999999999999
N2,N2ST,2017,2,961.9499999999996,1106242.5,1150.0000000000005
N2,N2ST,2017,3,1043.8,1200370.0,1150.0
N2,N2ST,2017,4,803.2299999999989,923664.0,1149.9371288423008
N2,N2ST,2017,5,290.81,334431.5,1150.0
N2,N2ST,2017,6,148.01999999999992,170223.0,1150.0000000000007
N2,N2ST,2017,7,171.19999999999996,196880.0,1150.0000000000002
N2,N2ST,2017,8,247.97000000000003,285165.5,1149.9999999999998
N2,N2ST,2017,9,276.4,317860.0,1150.0
N2,N2ST,2017,10,104.81,117463.09999999998,1120.724167541265
N2,N2ST,2017,11,212.95999999999992,238515.20000000004,1120.0000000000007
N2,N2ST,2017,12,278.1000000000001,306014.19999999995,1100.3746853649761
N2,N2ST,2018,1,588.7099999999998,635806.8000000005,1080.0000000000011
N2,N2ST,2018,2,1000.3799999999992,1060402.800000001,1060.0000000000018
N2,N2ST,2018,3,857.9399999999998,909568.4999999997,1060.1772851248338
N2,N2ST,2018,4,501.3700000000003,531799.9000000001,1060.693499810519
N2,N2ST,2018,5,220.63000000000005,229455.19999999992,1039.9999999999993
N2,N2ST,2018,6,196.49000000000004,204450.59999999995,1040.5140210697741
N2,N2ST,2018,7,125.61999999999996,128710.5,1024.601974207929
N2,N2ST,2018,9,8.7,8058.9,926.3103448275863
N2,N2ST,2018,10,112.08000000000001,107017.99999999997,954.8358315488932
N2,N2ST,2018,11,130.98000000000005,128280.59999999998,979.3907466788818
N2,N2ST,2018,12,296.91000000000014,297310.0,1001.3472095921318
N2,N2ST,2019,1,1117.630000000001,1176232.0,1052.4341687320482
N2,N2ST,2019,2,1127.4199999999996,1163506.5999999996,1032.008124744993
N2,N2ST,2019,3,805.12,806143.0,1001.2706180445151
N2,N2ST,2019,4,499.65000000000015,509908.65000000014,1020.5316721705193
N2,N2ST,2019,5,375.3399999999998,384465.55000000016,1024.3127564341673
N2,N2ST,2019,6,150.33,154356.49999999997,1026.7844076365327
N2,N2ST,2019,7,131.20999999999998,128028.0,975.7487996341744
N2,N2ST,2019,8,108.64000000000001,99281.00000000001,913.8530927835052
N2,N2ST,2019,9,5.0,4750.0,950.0
N2,N2ST,2019,10,13.91,13214.5,950.0
N2,N2ST,2019,11,37.459999999999994,38090.200000000004,1016.8232781633745
N2,N2ST,2019,12,68.69000000000003,66629.29999999999,969.9999999999994
N2,N2ST,2020,1,249.62999999999994,228696.0000000001,916.1398870328092
N2,N2ST,2020,2,806.7400000000005,725763.0,899.6244143094424
N2,N2ST,2020,3,469.3400000000001,417714.10000000027,890.0031959773303
N2,N2ST,2020,4,261.04,228698.30000000002,876.1044284400858
N2,N2ST,2020,5,181.42000000000004,160250.79999999996,883.3138573475908
N2,N2ST,2020,6,37.53999999999999,33035.2,880.0000000000001
N2,N2ST,2020,7,45.44999999999999,39996.00000000001,880.0000000000003
N2,N2WP,2019,2,173.73,182416.5,1050.0
N2,N2WP,2019,3,48.839999999999996,50305.2,1030.0
N2,N2WP,2019,4,5.03,5180.9,1029.9999999999998
N2,N2WP,2019,5,2.79,2873.7,1030.0
N2,N2WP,2019,6,4.41,4630.5,1050.0
N2,N2WP,2019,7,7.779999999999999,7391.0,950.0000000000001
N2,N2WP,2019,8,5.029999999999999,4677.9,930.0
N2,N2WP,2019,11,2.99,3139.5,1050.0
N2,N2WP,2020,2,65.09,60533.7,929.9999999999999
N2,N2WP,2020,3,5.8,5278.0,910.0
N3,N3CD,2015,9,77.12,73264.0,950.0
N3,N3CD,2015,10,106.75,101412.5,950.0
N3,N3CD,2015,11,226.65999999999994,215327.0,950.0000000000002
N3,N3CD,2015,12,361.87000000000023,363030.0,1003.2055710614303
N3,N3CD,2016,1,826.4599999999998,830963.0,1005.4485395542437
N3,N3CD,2016,2,609.0699999999999,609070.0,1000.0000000000001
N3,N3CD,2016,3,756.4699999999998,734800.5,971.3544489536931
N3,N3CD,2016,4,486.19000000000005,461880.5,949.9999999999999
N3,N3CD,2016,5,461.0299999999999,446399.30000000005,968.2651888163463
N3,N3CD,2016,6,375.71999999999997,364448.4,970.0000000000001
N3,N3CD,2016,7,129.71,125818.69999999997,969.9999999999997
N3,N3CD,2016,8,352.4600000000001,393654.0,1116.8756738353286
N3,N3CD,2018,7,501.60999999999996,526690.5,1050.0
N3,N3CD,2018,8,909.4200000000001,936915.8000000007,1030.234435134482
N3,N3CD,2018,9,670.8400000000001,683354.4999999999,1018.6549698884976
N3,N3CD,2018,10,602.2499999999994,602250.0,1000.0000000000009
N3,N3CD,2018,11,550.2100000000006,577720.5,1049.9999999999989
N3,N3CD,2018,12,487.9599999999999,513749.5,1052.8516681695223
N3,N3CD,2019,1,2177.8899999999953,2325918.0,1067.968538355934
N3,N3CD,2019,2,1847.0499999999993,1959480.9000000006,1060.8705232668317
N3,N3CD,2019,3,1445.7800000000002,1519087.0999999992,1050.704187359072
N3,N3CD,2019,4,705.0799999999998,728142.0000000001,1032.7083451523235
N3,N3CD,2019,5,566.9100000000002,583310.7000000004,1028.9299888871253
N3,N3CD,2019,6,367.91999999999996,379622.8000000001,1031.8080017395089
N3,N3CD,2019,7,246.75999999999988,240087.2,972.958340087535
N3,N3CD,2019,8,130.58999999999997,124060.5,950.0000000000002
N3,N3CD,2019,9,108.28999999999998,105041.3,970.0000000000002
N3,N3CD,2019,10,157.54000000000005,165417.0,1049.9999999999998
N3,N3CD,2019,11,336.5399999999998,353367.0,1050.0000000000007
N3,N3CD,2019,12,924.0500000000002,970252.5,1049.9999999999998
N3,N3CD,2020,1,1018.3000000000005,1029448.6999999996,1010.9483452813504
N3,N3CD,2020,2,1067.6300000000006,1057850.7999999989,990.8402723790061
N3,N3CD,2020,3,993.7999999999997,943940.9000000005,949.8298450392441
N3,N3CD,2020,4,416.17999999999984,380896.40000000014,915.2203373540302
N3,N3CD,2020,5,369.5899999999999,342283.3,926.116236911172
N3,N3CD,2020,6,248.06,229468.69999999995,925.0532129323549
N3,N3CD,2020,7,196.59000000000003,183130.40000000002,931.5346660562592
N3,N3DT,2016,11,24.685,28042.0,1135.9935183309703
N3,N3DT,2016,12,184.98,212727.0,1150.0
N3,N3DT,2017,1,288.1099999999999,331326.5,1150.0000000000005
N3,N3DT,2017,2,313.71000000000004,370177.8,1179.9999999999998
N3,N3DT,2017,3,349.57999999999987,412504.4,1180.0000000000005
N3,N3DT,2017,4,242.98000000000002,286716.39999999997,1179.9999999999998
N3,N3DT,2017,5,242.48999999999995,286138.2,1180.0000000000002
N3,N3DT,2017,6,334.4099999999999,394603.8,1180.0000000000002
N3,N3DT,2017,7,628.8200000000002,742007.5999999997,1179.9999999999993
N3,N3DT,2017,8,747.5899999999995,882156.2000000003,1180.0000000000014
N3,N3DT,2017,9,1025.1699999999994,1209700.600000001,1180.0000000000016
N3,N3DT,2017,10,577.9600000000003,664654.0,1149.9999999999995
N3,N3DT,2017,11,262.5799999999999,301967.0,1150.0000000000002
N3,N3DT,2017,12,235.6400000000001,270986.0,1149.9999999999995
N3,N3DT,2018,1,269.86999999999995,296946.0,1100.3297884166452
N3,N3DT,2018,2,285.04000000000013,313544.0,1099.9999999999995
N3,N3DT,2018,3,665.8499999999999,732435.0,1100.0000000000002
N3,N3DT,2018,4,357.8600000000001,389926.00000000006,1089.604873414184
N3,N3DT,2018,5,359.15999999999997,384301.19999999995,1070.0
N3,N3DT,2018,6,21.339999999999996,22833.8,1070.0000000000002
N3,N3DT,2018,7,826.1799999999996,844885.7999999998,1022.6413130310589
N3,N3DT,2018,8,1446.26,1446339.8,1000.0551768008519
N3,N3DT,2018,9,694.7700000000001,689378.0,992.239158282597
N3,N3DT,2018,10,378.19999999999993,372194.0,984.1195134849288
N3,N3DT,2018,11,171.13,171130.0,1000.0
N3,N3DT,2018,12,61.38000000000001,61969.5,1009.6041055718473
N3,N3DT,2019,1,650.1199999999998,682626.0,1050.0000000000005
N3,N3DT,2019,2,422.87,444013.5,1050.0
N3,N3DT,2019,3,449.2200000000002,462696.6,1029.9999999999995
N3,N3DT,2019,4,357.62999999999994,368358.9,1030.0000000000002
N3,N3DT,2019,5,375.60000000000014,386867.99999999994,1029.9999999999995
N3,N3DT,2019,6,420.2299999999999,432836.9,1030.0000000000002
N3,N3DT,2019,7,131.32,127433.5,970.4043557721596
N3,N3DT,2019,8,260.3099999999999,247294.5,950.0000000000005
N3,N3DT,2019,9,211.19,204854.30000000002,970.0000000000001
N3,N3DT,2019,10,346.36,363678.0,1050.0
N3,N3DT,2019,11,139.47000000000003,146443.5,1049.9999999999998
N3,N3DT,2019,12,244.3500000000001,256484.0,1049.6582770615914
N3,N3DT,2020,1,235.09999999999994,236216.1,1004.7473415567846
N3,N3DT,2020,2,265.79,263139.20000000007,990.0267128183906
N3,N3DT,2020,3,283.05000000000007,277099.49999999994,978.9772125066238
N3,N3DT,2020,4,136.54000000000002,126897.39999999997,929.3789365753621
N3,N3DT,2020,5,95.66000000000001,89108.49999999999,931.5126489650844
N3,N3DT,2020,6,41.63,38926.4,935.0564496757146
N3,N3DT,2020,7,84.42,79543.59999999999,942.2364368633024
N3,N3NB,2017,12,195.19,228372.3,1170.0
N3,N3NB,2018,1,1116.71,1284216.5,1150.0
N3,N3NB,2018,4,206.30000000000007,233118.9999999999,1129.999999999999
N3,N3NB,2018,5,411.42999999999995,464915.89999999997,1130.0
N3,N3NB,2018,6,157.57000000000002,173327.0,1099.9999999999998
N3,N3NB,2018,7,268.59000000000015,293389.2,1092.3310622137826
N3,N3NB,2018,8,108.47000000000003,114978.19999999997,1059.9999999999995
N3,N3NB,2018,9,74.72000000000003,75883.4,1015.5701284796569
N3,N3NB,2018,10,195.18000000000006,202588.09999999998,1037.9552208218051
N3,N3NB,2018,11,237.45000000000005,255545.40000000008,1076.2072015161089
N3,N3NB,2018,12,2653.800000000002,2858394.699999998,1077.0949958549988
N3,N3NB,2019,1,2861.9800000000014,3155721.5,1102.6357626538265
N3,N3NB,2019,2,934.1999999999995,1011173.9999999999,1082.395632626847
N3,N3NB,2019,3,1284.6500000000003,1372853.649999999,1068.6596738411229
N3,N3NB,2019,4,504.98999999999984,539981.8500000002,1069.292164201272
N3,N3NB,2019,5,433.90000000000015,463224.00000000006,1067.58239225628
N3,N3NB,2019,6,331.17,355155.55000000005,1072.4266992783164
N3,N3NB,2019,7,357.18999999999994,348346.0,975.2400683109831
N3,N3NB,2019,8,180.00999999999996,171272.7,951.4621409921674
N3,N3NB,2019,9,61.25,59412.499999999985,969.9999999999998
N3,N3NB,2019,10,147.21,154570.5,1050.0
N3,N3NB,2019,11,492.0700000000001,516673.5,1049.9999999999998
N3,N3NB,2019,12,1241.47,1303543.5,1050.0
N3,N3NB,2020,1,1507.2900000000009,1538831.1000000003,1020.9257010926891
N3,N3NB,2020,2,1035.1699999999996,1016149.7999999999,981.6260131186185
N3,N3NB,2020,3,559.6000000000005,530249.5000000005,947.550929235168
N3,N3NB,2020,4,313.46,290402.40000000014,926.4416512473686
N3,N3NB,2020,5,90.26,83574.00000000003,925.9251052514959
N3,N3NB,2020,6,93.63999999999999,86510.99999999999,923.8680051260145
N3,N3NB,2020,7,168.16000000000003,156047.99999999997,927.973358705994
N3,N3TK,2018,11,6.35,6350.0,1000.0
N3,N3TK,2019,1,1978.3299999999974,2083763.5,1053.2941925765685
N3,N3TK,2019,2,1562.0699999999993,1613598.1000000008,1032.9870620394743
N3,N3TK,2019,3,987.1200000000002,1000432.4,1013.4861009806303
N3,N3TK,2019,4,577.2600000000004,585699.6000000001,1014.6201018605128
N3,N3TK,2019,5,372.7000000000002,376932.39999999985,1011.3560504427144
N3,N3TK,2019,6,353.2899999999998,357345.0999999998,1011.478105805429
N3,N3TK,2019,7,327.0299999999999,320201.60000000003,979.1199584136016
N3,N3TK,2019,8,316.82,301253.19999999995,950.865475664415
N3,N3TK,2019,9,90.09000000000002,85585.5,949.9999999999998
N3,N3TK,2019,10,64.02,60819.0,950.0000000000001
N3,N3TK,2019,11,118.17999999999998,112271.0,950.0000000000002
N3,N3TK,2019,12,261.87000000000006,255340.5,975.0658723794247
N3,N3TK,2020,1,582.8600000000006,556428.3999999999,954.6518889613275
N3,N3TK,2020,2,629.2,599480.3999999999,952.7660521296883
N3,N3TK,2020,3,440.64000000000016,406615.3,922.7834513435
N3,N3TK,2020,4,180.88999999999993,163626.49999999994,904.56354690696
N3,N3TK,2020,5,132.92999999999998,121364.7,912.9970661250284
N3,N3TK,2020,6,219.79,199345.60000000003,906.9821192956915
N3,N3TK,2020,7,161.54999999999998,148350.00000000003,918.2915506035285
N3,N3WR,2018,3,32.57,35827.0,1100.0
N3,N3WR,2018,4,136.01000000000002,149611.0,1099.9999999999998
N3,N3WR,2018,5,79.97,87967.0,1100.0
N3,N3WR,2018,6,37.69,41459.0,1100.0
N3,N3WR,2018,7,59.69999999999999,63732.4,1067.5443886097155
N3,N3WR,2018,9,0.79,750.5,950.0
N3,N3WR,2018,10,19.330000000000002,18363.5,949.9999999999999
N3,N3WR,2018,11,23.7,23663.0,998.4388185654009
N3,N3WR,2018,12,251.62000000000003,251620.0,999.9999999999999
N3,N3WR,2019,1,231.03000000000003,242581.5,1049.9999999999998
N3,N3WR,2019,2,62.26999999999999,63515.399999999994,1020.0000000000001
N3,N3WR,2019,3,192.49999999999997,192500.0,1000.0000000000001
N3,N3WR,2019,4,98.78,98780.0,1000.0
N3,N3WR,2019,5,87.3,87300.0,1000.0
N3,N3WR,2019,6,66.6,66600.0,1000.0000000000001
N3,N3WR,2019,7,107.87000000000003,104728.0,970.8723463428198
N3,N3WR,2019,8,83.11,78954.5,950.0
N3,N3WR,2019,9,45.919999999999995,43624.0,950.0000000000001
N3,N3WR,2019,10,47.15,49507.5,1050.0
N3,N3WR,2019,11,5.26,5523.0,1050.0
N3,N3WR,2019,12,149.30999999999997,156775.5,1050.0000000000002
N3,N3WR,2020,1,166.31000000000003,166310.0,999.9999999999998
N3,N3WR,2020,2,124.33000000000001,122542.59999999999,985.6237432638943
N3,N3WR,2020,3,141.92,133624.7,941.5494644870352
N3,N3WR,2020,4,36.620000000000005,33373.50000000001,911.3462588749318
N3,N3WR,2020,5,15.930000000000001,14814.9,929.9999999999999
N3,N3WR,2020,6,1.41,1283.1,910.0
N3,N3WR,2020,7,2.28,2074.8,910.0000000000001
SU,SUAN,2015,5,300.0400000000001,236262.6,787.4370083988799
SU,SUAN,2015,6,160.47999999999996,83933.20000000001,523.0134596211368
SU,SUAN,2015,7,39.3,24307.5,618.5114503816794
W1,W1CP,2017,4,29.02,36.0,1.2405237767057202
W1,W1CP,2017,8,374.85999999999996,0.0,0.0
W1,W1CP,2017,9,487.8099999999999,0.0,0.0
W1,W1CP,2018,1,15.77,0.0,0.0
W1,W1CP,2018,6,29.73,0.0,0.0
W1,W1CP,2019,11,191.13000000000002,0.0,0.0
W1,W1CP,2019,12,40.63,0.0,0.0
W1,W1CP,2020,5,54.74,0.0,0.0
W1,W1DT,2018,5,270.15999999999985,297176.0,1100.0000000000007
W1,W1DT,2018,6,621.7300000000006,683903.0,1099.9999999999989
W1,W1DT,2018,7,645.8399999999998,698557.9,1081.6268735290478
W1,W1DT,2018,8,666.2000000000007,676901.6000000001,1016.0636445511849
W1,W1DT,2018,9,214.30999999999997,216130.90000000002,1008.4965703886895
W1,W1DT,2018,12,195.51000000000005,212365.6,1086.2134929159631
W1,W1DT,2019,1,375.43000000000006,414542.9,1104.1816050928267
W1,W1DT,2019,2,332.8800000000001,361113.30000000005,1084.8152487382838
W1,W1DT,2019,3,441.4699999999999,472922.19999999984,1071.2442521575642
W1,W1DT,2019,4,360.08000000000004,385323.8,1070.106087536103
W1,W1DT,2019,5,177.90000000000006,190685.40000000002,1071.8684654300166
W1,W1DT,2019,6,191.58,203602.30000000002,1062.7534189372586
W1,W1DT,2019,7,176.18,188694.50000000006,1071.0324667953232
W1,W1DT,2019,8,186.68,179837.1,963.3442254124706
W1,W1DT,2019,9,110.82999999999998,104694.60000000005,944.6413425967704
W1,W1DT,2019,10,121.17999999999999,113866.7,939.6492820597458
W1,W1DT,2019,11,194.13000000000005,51921.200000000004,267.455828568485
W1,W1DT,2019,12,145.44999999999996,111980.70000000001,769.8913716053629
W1,W1DT,2020,1,109.05000000000001,102603.59999999999,940.8858321870699
W1,W1DT,2020,2,112.88999999999997,105588.0,935.3175657719906
W1,W1NS,2020,2,27.619999999999997,27394.6,991.8392469225199
W1,W1NS,2020,3,43.16,42728.399999999994,990.0
W1,W1NS,2020,4,123.64000000000003,122403.59999999999,989.9999999999997
W1,W1NS,2020,5,23.380000000000003,23146.2,989.9999999999999
W1,W1NS,2020,6,2.79,2762.1000000000004,990.0000000000001
W1,W1SR,2018,5,108.70999999999997,127742.5,1175.0758899825228
W1,W1SR,2018,6,437.03999999999996,509000.0,1164.65312099579
W1,W1SR,2018,7,1363.9800000000005,1551692.1000000006,1137.620859543395
W1,W1SR,2018,8,552.3800000000001,575286.5,1041.4687352909227
W1,W1SR,2018,9,306.3300000000001,322850.0,1053.9287696275255
W1,W1SR,2018,10,204.73999999999998,217762.0,1063.602617954479
W1,W1SR,2018,11,454.22999999999973,476702.0,1049.4727340774505
W1,W1SR,2018,12,237.78999999999994,263154.1,1106.665965768115
W1,W1SR,2019,1,347.37,384643.80000000005,1107.3028758960188
W1,W1SR,2019,2,315.45,340945.20000000007,1080.821683309558
W1,W1SR,2019,3,184.92000000000007,199813.79999999996,1080.5418559377022
W1,W1SR,2019,4,96.16,106982.5,1112.5467970049917
W1,W1SR,2019,5,92.39999999999996,104032.0,1125.8874458874463
W1,W1SR,2019,6,171.41999999999993,196279.69999999992,1145.0221677750556
W1,W1SR,2019,7,193.26999999999995,213870.4,1106.5887100946863
W1,W1SR,2019,8,66.18,64502.99999999999,974.6600181323661
W1,W1SR,2019,9,78.64999999999998,76597.90000000001,973.9084551811828
W1,W1SR,2019,10,64.28,61684.4,959.6204107031737
W1,W1SR,2019,11,7.51,7134.5,950.0
W1,W1SR,2019,12,27.39,27304.2,996.8674698795181
W1,W1SR,2020,1,136.56999999999996,135204.3,990.0000000000001
W1,W1SR,2020,2,77.71000000000001,76932.9,989.9999999999998
W1,W1SR,2020,3,32.03,31709.7,990.0
W1,W1SR,2020,4,98.24000000000005,96508.79999999999,982.3778501628658
W1,W1SR,2020,5,66.38,65716.2,990.0
W1,W1SR,2020,6,30.169999999999998,29868.3,990.0
